"","Respondent","Choice","Option","ChoiceMade","Chosen","Policy","Experience","Party_Affiliation","Gender"
"1505",76,3,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1506",76,3,"B",0,"A","Tax Cuts","Veteran","Party A","Female"
"1507",76,4,"A",0,"B","Healthcare Reform","Veteran","Party B","Male"
"1508",76,4,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
"1509",76,5,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1510",76,5,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1511",76,6,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"1512",76,6,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1513",76,7,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"1514",76,7,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1515",76,8,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1516",76,8,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1517",76,9,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1518",76,9,"B",0,"A","Climate Change Action","Newcomer","Party B","Female"
"1519",76,10,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1520",76,10,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1521",77,1,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"1522",77,1,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"1523",77,2,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"1524",77,2,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1525",77,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"1526",77,3,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"1527",77,4,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"1528",77,4,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1529",77,5,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1530",77,5,"B",0,"A","Climate Change Action","Experienced","Party A","Female"
"1531",77,6,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"1532",77,6,"B",1,"B","Climate Change Action","Newcomer","Party B","Female"
"1533",77,7,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1534",77,7,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1535",77,8,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"1536",77,8,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"1537",77,9,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1538",77,9,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1539",77,10,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1540",77,10,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1541",78,1,"A",0,"B","Healthcare Reform","Experienced","Party A","Female"
"1542",78,1,"B",1,"B","Tax Cuts","Veteran","Party A","Male"
"1543",78,2,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1544",78,2,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1545",78,3,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"1546",78,3,"B",1,"B","Healthcare Reform","Veteran","Party B","Male"
"1547",78,4,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1548",78,4,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"1549",78,5,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"1550",78,5,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1551",78,6,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"1552",78,6,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"1553",78,7,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1554",78,7,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1555",78,8,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"1556",78,8,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1557",78,9,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1558",78,9,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"1559",78,10,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1560",78,10,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1561",79,1,"A",0,"B","Climate Change Action","Veteran","Party B","Male"
"1562",79,1,"B",1,"B","Tax Cuts","Veteran","Party B","Male"
"1563",79,2,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1564",79,2,"B",0,"A","Tax Cuts","Newcomer","Party A","Female"
"1565",79,3,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"1566",79,3,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1567",79,4,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1568",79,4,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1569",79,5,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"1570",79,5,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1571",79,6,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1572",79,6,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1573",79,7,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"1574",79,7,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1575",79,8,"A",0,"B","Tax Cuts","Newcomer","Party A","Male"
"1576",79,8,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"1577",79,9,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"1578",79,9,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1579",79,10,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1580",79,10,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1581",80,1,"A",0,"B","Tax Cuts","Experienced","Party A","Male"
"1582",80,1,"B",1,"B","Climate Change Action","Veteran","Party B","Male"
"1583",80,2,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"1584",80,2,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1585",80,3,"A",0,"B","Climate Change Action","Veteran","Party A","Male"
"1586",80,3,"B",1,"B","Climate Change Action","Newcomer","Party B","Female"
"1587",80,4,"A",0,"B","Tax Cuts","Newcomer","Party B","Female"
"1588",80,4,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"1589",80,5,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"1590",80,5,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"1591",80,6,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"1592",80,6,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1593",80,7,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"1594",80,7,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1595",80,8,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1596",80,8,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1597",80,9,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"1598",80,9,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1599",80,10,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1600",80,10,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1601",81,1,"A",0,"B","Tax Cuts","Newcomer","Party B","Female"
"1602",81,1,"B",1,"B","Healthcare Reform","Newcomer","Party B","Male"
"1603",81,2,"A",0,"B","Healthcare Reform","Veteran","Party A","Male"
"1604",81,2,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"1605",81,3,"A",0,"B","Tax Cuts","Experienced","Party A","Female"
"1606",81,3,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"1607",81,4,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"1608",81,4,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1609",81,5,"A",0,"B","Tax Cuts","Newcomer","Party A","Male"
"1610",81,5,"B",1,"B","Climate Change Action","Newcomer","Party B","Female"
"1611",81,6,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"1612",81,6,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"1613",81,7,"A",0,"B","Tax Cuts","Newcomer","Party A","Female"
"1614",81,7,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"1615",81,8,"A",0,"B","Healthcare Reform","Newcomer","Party A","Male"
"1616",81,8,"B",1,"B","Climate Change Action","Veteran","Party A","Male"
"1617",81,9,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1618",81,9,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1619",81,10,"A",0,"B","Climate Change Action","Experienced","Party A","Male"
"1620",81,10,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"1621",82,1,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1622",82,1,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1623",82,2,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1624",82,2,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1625",82,3,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"1626",82,3,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"1627",82,4,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"1628",82,4,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1629",82,5,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"1630",82,5,"B",1,"B","Climate Change Action","Veteran","Party B","Male"
"1631",82,6,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1632",82,6,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"1633",82,7,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"1634",82,7,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"1635",82,8,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"1636",82,8,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1637",82,9,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"1638",82,9,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1639",82,10,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"1640",82,10,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1641",83,1,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"1642",83,1,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"1643",83,2,"A",0,"B","Tax Cuts","Veteran","Party A","Female"
"1644",83,2,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"1645",83,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"1646",83,3,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1647",83,4,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1648",83,4,"B",0,"A","Tax Cuts","Veteran","Party A","Female"
"1649",83,5,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"1650",83,5,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1651",83,6,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1652",83,6,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1653",83,7,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1654",83,7,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1655",83,8,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"1656",83,8,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1657",83,9,"A",0,"B","Climate Change Action","Veteran","Party A","Female"
"1658",83,9,"B",1,"B","Climate Change Action","Newcomer","Party A","Female"
"1659",83,10,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1660",83,10,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"1661",84,1,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"1662",84,1,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1663",84,2,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"1664",84,2,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1665",84,3,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"1666",84,3,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1667",84,4,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1668",84,4,"B",0,"A","Climate Change Action","Newcomer","Party B","Female"
"1669",84,5,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1670",84,5,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1671",84,6,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1672",84,6,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1673",84,7,"A",0,"B","Healthcare Reform","Newcomer","Party A","Female"
"1674",84,7,"B",1,"B","Tax Cuts","Newcomer","Party A","Female"
"1675",84,8,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"1676",84,8,"B",1,"B","Tax Cuts","Veteran","Party B","Male"
"1677",84,9,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1678",84,9,"B",0,"A","Tax Cuts","Experienced","Party A","Female"
"1679",84,10,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"1680",84,10,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1681",85,1,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"1682",85,1,"B",1,"B","Tax Cuts","Experienced","Party A","Male"
"1683",85,2,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"1684",85,2,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1685",85,3,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"1686",85,3,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1687",85,4,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"1688",85,4,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"1689",85,5,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"1690",85,5,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1691",85,6,"A",0,"B","Climate Change Action","Veteran","Party B","Male"
"1692",85,6,"B",1,"B","Climate Change Action","Newcomer","Party A","Male"
"1693",85,7,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"1694",85,7,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1695",85,8,"A",0,"B","Tax Cuts","Newcomer","Party A","Female"
"1696",85,8,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"1697",85,9,"A",0,"B","Climate Change Action","Veteran","Party B","Female"
"1698",85,9,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"1699",85,10,"A",0,"B","Tax Cuts","Veteran","Party B","Female"
"1700",85,10,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"1701",86,1,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"1702",86,1,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1703",86,2,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1704",86,2,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"1705",86,3,"A",0,"B","Healthcare Reform","Veteran","Party B","Male"
"1706",86,3,"B",1,"B","Climate Change Action","Experienced","Party B","Male"
"1707",86,4,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"1708",86,4,"B",1,"B","Climate Change Action","Newcomer","Party A","Female"
"1709",86,5,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1710",86,5,"B",0,"A","Healthcare Reform","Veteran","Party A","Male"
"1711",86,6,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1712",86,6,"B",0,"A","Climate Change Action","Veteran","Party B","Female"
"1713",86,7,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"1714",86,7,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1715",86,8,"A",0,"B","Climate Change Action","Veteran","Party A","Male"
"1716",86,8,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"1717",86,9,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"1718",86,9,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"1719",86,10,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"1720",86,10,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1721",87,1,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1722",87,1,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1723",87,2,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1724",87,2,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1725",87,3,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"1726",87,3,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1727",87,4,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"1728",87,4,"B",0,"A","Tax Cuts","Newcomer","Party B","Female"
"1729",87,5,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1730",87,5,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1731",87,6,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"1732",87,6,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1733",87,7,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1734",87,7,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1735",87,8,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1736",87,8,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1737",87,9,"A",1,"A","Tax Cuts","Newcomer","Party A","Male"
"1738",87,9,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1739",87,10,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"1740",87,10,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1741",88,1,"A",0,"B","Tax Cuts","Veteran","Party B","Female"
"1742",88,1,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"1743",88,2,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1744",88,2,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1745",88,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"1746",88,3,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"1747",88,4,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1748",88,4,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1749",88,5,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1750",88,5,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1751",88,6,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1752",88,6,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1753",88,7,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"1754",88,7,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"1755",88,8,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"1756",88,8,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1757",88,9,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"1758",88,9,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"1759",88,10,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1760",88,10,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1761",89,1,"A",0,"B","Climate Change Action","Experienced","Party A","Female"
"1762",89,1,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1763",89,2,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"1764",89,2,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1765",89,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"1766",89,3,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1767",89,4,"A",0,"B","Climate Change Action","Veteran","Party A","Male"
"1768",89,4,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"1769",89,5,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"1770",89,5,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"1771",89,6,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1772",89,6,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1773",89,7,"A",0,"B","Healthcare Reform","Newcomer","Party B","Male"
"1774",89,7,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"1775",89,8,"A",0,"B","Tax Cuts","Veteran","Party A","Female"
"1776",89,8,"B",1,"B","Healthcare Reform","Veteran","Party B","Male"
"1777",89,9,"A",0,"B","Climate Change Action","Newcomer","Party B","Female"
"1778",89,9,"B",1,"B","Climate Change Action","Newcomer","Party A","Female"
"1779",89,10,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1780",89,10,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"1781",90,1,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"1782",90,1,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1783",90,2,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"1784",90,2,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1785",90,3,"A",0,"B","Healthcare Reform","Veteran","Party A","Female"
"1786",90,3,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
"1787",90,4,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"1788",90,4,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1789",90,5,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1790",90,5,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1791",90,6,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"1792",90,6,"B",0,"A","Tax Cuts","Newcomer","Party B","Female"
"1793",90,7,"A",0,"B","Tax Cuts","Experienced","Party A","Female"
"1794",90,7,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"1795",90,8,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1796",90,8,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1797",90,9,"A",0,"B","Climate Change Action","Veteran","Party B","Male"
"1798",90,9,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"1799",90,10,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"1800",90,10,"B",0,"A","Climate Change Action","Newcomer","Party B","Female"
"1801",91,1,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"1802",91,1,"B",1,"B","Healthcare Reform","Veteran","Party B","Female"
"1803",91,2,"A",1,"A","Climate Change Action","Experienced","Party B","Female"
"1804",91,2,"B",0,"A","Climate Change Action","Experienced","Party A","Female"
"1805",91,3,"A",0,"B","Healthcare Reform","Veteran","Party B","Female"
"1806",91,3,"B",1,"B","Climate Change Action","Newcomer","Party A","Female"
"1807",91,4,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1808",91,4,"B",0,"A","Climate Change Action","Newcomer","Party B","Female"
"1809",91,5,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1810",91,5,"B",0,"A","Tax Cuts","Newcomer","Party B","Female"
"1811",91,6,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1812",91,6,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1813",91,7,"A",0,"B","Healthcare Reform","Experienced","Party A","Male"
"1814",91,7,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"1815",91,8,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1816",91,8,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"1817",91,9,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1818",91,9,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1819",91,10,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"1820",91,10,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1821",92,1,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"1822",92,1,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1823",92,2,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1824",92,2,"B",0,"A","Tax Cuts","Newcomer","Party A","Female"
"1825",92,3,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1826",92,3,"B",0,"A","Healthcare Reform","Veteran","Party A","Male"
"1827",92,4,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1828",92,4,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1829",92,5,"A",0,"B","Tax Cuts","Experienced","Party B","Female"
"1830",92,5,"B",1,"B","Climate Change Action","Newcomer","Party B","Female"
"1831",92,6,"A",0,"B","Healthcare Reform","Veteran","Party B","Female"
"1832",92,6,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"1833",92,7,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"1834",92,7,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1835",92,8,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1836",92,8,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1837",92,9,"A",0,"B","Climate Change Action","Veteran","Party B","Male"
"1838",92,9,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"1839",92,10,"A",0,"B","Tax Cuts","Newcomer","Party B","Female"
"1840",92,10,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"1841",93,1,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1842",93,1,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"1843",93,2,"A",1,"A","Tax Cuts","Newcomer","Party A","Male"
"1844",93,2,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1845",93,3,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"1846",93,3,"B",1,"B","Tax Cuts","Veteran","Party A","Male"
"1847",93,4,"A",0,"B","Healthcare Reform","Experienced","Party A","Female"
"1848",93,4,"B",1,"B","Climate Change Action","Veteran","Party B","Male"
"1849",93,5,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1850",93,5,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1851",93,6,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"1852",93,6,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1853",93,7,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"1854",93,7,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1855",93,8,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1856",93,8,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"1857",93,9,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"1858",93,9,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1859",93,10,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"1860",93,10,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"1861",94,1,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1862",94,1,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1863",94,2,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"1864",94,2,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"1865",94,3,"A",0,"B","Healthcare Reform","Veteran","Party B","Female"
"1866",94,3,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"1867",94,4,"A",1,"A","Tax Cuts","Newcomer","Party A","Male"
"1868",94,4,"B",0,"A","Tax Cuts","Newcomer","Party A","Female"
"1869",94,5,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1870",94,5,"B",0,"A","Tax Cuts","Newcomer","Party A","Female"
"1871",94,6,"A",0,"B","Tax Cuts","Newcomer","Party A","Female"
"1872",94,6,"B",1,"B","Healthcare Reform","Veteran","Party B","Male"
"1873",94,7,"A",1,"A","Tax Cuts","Newcomer","Party A","Male"
"1874",94,7,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
